scansci Spectrometer Data File
--- Measurement Setting ---
Type: Sample Spectrum
Date: Fri Nov 22 18:00:57 2024
User: (Reserved by scansci)
Serial: (Reserved by scansci)
Channel: No. 11
Integration Time: 500
Average: 30
Boxcar: 50
Electrical Dark: No-corrected
Time Normalize: (Reserved by scansci)
Dual-beam: (Reserved by scansci)
Reference Ch: (Reserved by scansci)
--- Measurement Data ---
Pixel   Wavelength   Intensity
  917      576.846       4464.2
  918      577.256      4430.58
  919      577.666      4395.38
  920      578.076      4358.33
  921      578.486      4319.47
  922      578.896      4278.77
  923      579.305      4236.18
  924      579.715      4191.72
  925      580.124      4145.46
  926      580.533       4097.9
  927      580.942      4049.22
  928      581.351      3999.39
  929       581.76      3948.74
  930      582.169      3897.27
  931      582.578      3844.93
  932      582.986      3792.12
  933      583.395      3739.02
  934      583.803      3685.56
  935      584.212       3631.9
  936       584.62      3578.23
  937      585.028      3524.12
  938      585.436      3469.33
  939      585.843      3414.72
  940      586.251       3360.5
  941      586.659      3306.28
  942      587.066      3252.46
  943      587.474       3199.4
  944      587.881       3146.6
  945      588.288      3093.71
  946      588.695      3041.02
  947      589.102      2988.77
  948      589.509      2937.18
  949      589.915      2885.89
  950      590.322      2834.89
  951      590.728      2784.58
  952      591.135      2735.11
  953      591.541      2686.34
  954      591.947      2638.16
  955      592.353      2590.67
  956      592.759      2543.67
  957      593.165      2497.41
  958      593.571      2452.29
  959      593.976      2407.58
  960      594.382       2363.6
  961      594.787      2320.92
  962      595.192      2280.16
  963      595.597      2241.05
  964      596.002      2202.15
  965      596.407      2163.79
  966      596.812      2126.49
  967      597.217      2090.23
  968      597.621      2054.78
  969      598.026      2020.06
  970       598.43      1986.56
  971      598.834       1954.4
  972      599.238      1923.16
  973      599.642      1892.72
  974      600.046       1863.1
  975       600.45      1834.01
  976      600.854      1805.24
  977      601.257      1776.93
  978      601.661      1749.29
  979      602.064      1722.36
  980      602.467      1696.06
  981       602.87      1670.47
  982      603.273      1645.86
  983      603.676      1622.15
  984      604.079         1599
  985      604.481      1576.48
  986      604.884      1554.64
  987      605.286      1533.42
  988      605.689      1512.88
  989      606.091      1492.99
  990      606.493      1474.21
  991      606.895      1456.36
  992      607.297      1438.79
  993      607.698      1421.76
  994        608.1       1405.3
  995      608.501       1389.2
  996      608.903      1373.51
  997      609.304      1358.12
  998      609.705         1343
  999      610.106      1328.29
 1000      610.507      1314.02
 1001      610.908      1300.32
 1002      611.308      1287.22
 1003      611.709      1274.41
 1004      612.109      1261.65
 1005       612.51       1248.7
 1006       612.91      1235.86
 1007       613.31      1223.79
 1008       613.71       1212.3
 1009       614.11      1201.16
 1010       614.51      1190.25
 1011      614.909      1179.54
 1012      615.309      1169.14
 1013      615.708      1159.37
 1014      616.108      1150.08
 1015      616.507      1140.91
 1016      616.906      1132.02
 1017      617.305      1123.44
 1018      617.704      1115.02
 1019      618.102      1106.78
 1020      618.501      1098.56
 1021      618.899      1090.51
 1022      619.298      1082.75
 1023      619.696      1075.21
 1024      620.094      1068.01
 1025      620.492      1061.12
 1026       620.89      1054.39
 1027      621.288      1047.87
 1028      621.686      1041.55
 1029      622.083       1035.4
 1030       622.48      1029.35
 1031      622.878      1023.43
 1032      623.275      1017.69
 1033      623.672       1012.2
 1034      624.069      1006.94
 1035      624.466      1001.78
 1036      624.863      996.688
 1037      625.259       991.71
 1038      625.656      986.949
 1039      626.052      982.405
 1040      626.448      977.712
 1041      626.844      972.979
 1042      627.241      968.606
 1043      627.636      964.417
 1044      628.032      960.305
 1045      628.428      956.281
 1046      628.823      952.675
 1047      629.219      949.383
 1048      629.614      945.821
 1049      630.009       942.09
 1050      630.404      938.509
 1051      630.799      934.768
 1052      631.194      931.481
 1053      631.589      928.802
 1054      631.984      925.977
 1055      632.378      923.078
 1056      632.772      920.288
 1057      633.167      917.707
 1058      633.561      915.081
 1059      633.955      912.466
 1060      634.349      909.945
 1061      634.743      907.522
 1062      635.136      905.181
 1063       635.53      902.156
 1064      635.923      899.316
 1065      636.316      897.487
 1066       636.71      895.478
 1067      637.103      893.387
 1068      637.496      891.321
 1069      637.888      889.347
 1070      638.281      887.531
 1071      638.674      885.798
 1072      639.066      884.084
 1073      639.459      882.325
 1074      639.851      880.463
 1075      640.243      878.338
 1076      640.635      876.161
 1077      641.027      874.232
 1078      641.419      872.499
 1079       641.81       870.82
 1080      642.202      869.219
 1081      642.593      867.718
 1082      642.984      866.412
 1083      643.375      865.049
 1084      643.766      863.502
 1085      644.157      862.084
 1086      644.548      860.769
 1087      644.939      859.509
 1088      645.329      858.291
 1089       645.72      857.121
 1090       646.11      855.979
 1091        646.5      854.418
 1092       646.89       852.67
 1093       647.28      851.268
 1094       647.67      850.015
 1095       648.06        848.9
 1096      648.449      847.838
 1097      648.839      846.767
 1098      649.228      845.698
 1099      649.617      844.675
 1100      650.007      843.723
 1101      650.396      842.864
 1102      650.784      842.026
 1103      651.173      841.076
 1104      651.562      840.212
 1105       651.95       839.57
 1106      652.339      839.017
 1107      652.727      838.424
 1108      653.115      837.747
 1109      653.503      837.001
 1110      653.891       836.21
 1111      654.279      835.478
